Holder,Shares,Date Reported,% Out,Value,Ticker,Fetch_Date
Wells Fargo & Company,7.49M,"Sep 30, 2024",1.39%,2305552287,AMGN,2025-02-05
Norges Bank Investment Management,5.81M,"Jun 30, 2024",1.08%,1787644113,AMGN,2025-02-05
Vanguard Group Inc,29.61M,"Sep 30, 2024",9.54%,15227599047,SPGI,2025-02-05
Blackrock Inc.,25.23M,"Sep 30, 2024",8.13%,12976829452,SPGI,2025-02-05
State Street Corporation,13.98M,"Sep 30, 2024",4.50%,7188840207,SPGI,2025-02-05
TCI Fund Management Ltd,10.4M,"Sep 30, 2024",3.35%,5348447801,SPGI,2025-02-05
"Wellington Management Group, LLP",8.87M,"Sep 30, 2024",2.86%,4560739384,SPGI,2025-02-05
Capital International Investors,6.84M,"Sep 30, 2024",2.20%,3517689731,SPGI,2025-02-05
"Geode Capital Management, LLC",6.47M,"Sep 30, 2024",2.09%,3329267881,SPGI,2025-02-05
Morgan Stanley,6.28M,"Sep 30, 2024",2.02%,3227386876,SPGI,2025-02-05
"FMR, LLC",5.97M,"Sep 30, 2024",1.92%,3067810432,SPGI,2025-02-05
Bank of America Corporation,5M,"Sep 30, 2024",1.61%,2570638862,SPGI,2025-02-05
Blackrock Inc.,265.91M,"Sep 30, 2024",7.17%,3605731914,NU,2025-02-05
"Sc Us (ttgp), Ltd.",250.93M,"Sep 30, 2024",6.77%,3402590524,NU,2025-02-05
Capital Research Global Investors,248M,"Sep 30, 2024",6.69%,3362863696,NU,2025-02-05
Baillie Gifford and Company,224.98M,"Dec 31, 2024",6.07%,3050719971,NU,2025-02-05
JP Morgan Chase & Company,126.88M,"Sep 30, 2024",3.42%,1720467618,NU,2025-02-05
"Berkshire Hathaway, Inc",86.44M,"Sep 30, 2024",2.33%,1172112835,NU,2025-02-05
State Street Corporation,78.87M,"Sep 30, 2024",2.13%,1069411304,NU,2025-02-05
"WCM Investment Management, LLC",78.15M,"Dec 31, 2024",2.11%,1059732352,NU,2025-02-05
Morgan Stanley,75.55M,"Sep 30, 2024",2.04%,1024436064,NU,2025-02-05
"Technology Crossover Management X, Ltd.",69.73M,"Sep 30, 2024",1.88%,945495572,NU,2025-02-05
Price (T.Rowe) Associates Inc,47.23M,"Sep 30, 2024",13.59%,2544641834,IP,2025-02-05
Vanguard Group Inc,40.85M,"Sep 30, 2024",11.76%,2201251387,IP,2025-02-05
Blackrock Inc.,34.03M,"Sep 30, 2024",9.79%,1833420109,IP,2025-02-05
State Street Corporation,21.72M,"Sep 30, 2024",6.25%,1170260745,IP,2025-02-05
"FMR, LLC",17.84M,"Sep 30, 2024",5.13%,961178108,IP,2025-02-05
Capital Research Global Investors,17.71M,"Sep 30, 2024",5.10%,954386426,IP,2025-02-05
Bank Of New York Mellon Corporation,14.36M,"Dec 31, 2024",4.13%,773902324,IP,2025-02-05
Morgan Stanley,9.49M,"Sep 30, 2024",2.73%,511343354,IP,2025-02-05
"Geode Capital Management, LLC",8.37M,"Sep 30, 2024",2.41%,450889454,IP,2025-02-05
Invesco Ltd.,8.03M,"Sep 30, 2024",2.31%,432507592,IP,2025-02-05
Blackrock Inc.,13M,"Sep 30, 2024",10.28%,227168742,TRIP,2025-02-05
Vanguard Group Inc,12.31M,"Sep 30, 2024",9.73%,215070855,TRIP,2025-02-05
FIL LTD,4.98M,"Sep 30, 2024",3.94%,87062335,TRIP,2025-02-05
"River Road Asset Management, LLC",3.67M,"Sep 30, 2024",2.90%,64115998,TRIP,2025-02-05
State Street Corporation,3.46M,"Sep 30, 2024",2.73%,60405335,TRIP,2025-02-05
Dimensional Fund Advisors LP,3.02M,"Sep 30, 2024",2.39%,52730520,TRIP,2025-02-05
"Jacobs Levy Equity Management, Inc.",2.57M,"Sep 30, 2024",2.03%,44833992,TRIP,2025-02-05
"AQR Capital Management, LLC",2.4M,"Sep 30, 2024",1.90%,41967829,TRIP,2025-02-05
Van Lanschot Kempen Investment Managment N.V.,2.38M,"Sep 30, 2024",1.88%,41573863,TRIP,2025-02-05
"Technology Crossover Management IX, Ltd.",2.28M,"Sep 30, 2024",1.80%,39849068,TRIP,2025-02-05
JP Morgan Chase & Company,60.86M,"Sep 30, 2024",1.47%,1357698844,INFY,2025-02-05
First Trust Advisors LP,28.3M,"Sep 30, 2024",0.68%,631399868,INFY,2025-02-05
Robeco Institutional Asset Management B.V.,25.84M,"Dec 31, 2024",0.62%,576513187,INFY,2025-02-05
State Street Corporation,17.99M,"Sep 30, 2024",0.43%,401422481,INFY,2025-02-05
Deutsche Bank Aktiengesellschaft,16.71M,"Sep 30, 2024",0.40%,372713572,INFY,2025-02-05
Blackrock Inc.,15.43M,"Sep 30, 2024",0.37%,344189814,INFY,2025-02-05
"Fisher Asset Management, LLC",14.42M,"Sep 30, 2024",0.35%,321599043,INFY,2025-02-05
Canada Pension Plan Investment Board,13.37M,"Sep 30, 2024",0.32%,298381518,INFY,2025-02-05
HSBC Holdings PLC,13.29M,"Sep 30, 2024",0.32%,296559661,INFY,2025-02-05
Acadian Asset Management. LLC,11.64M,"Sep 30, 2024",0.28%,259652809,INFY,2025-02-05
Vanguard Group Inc,89.41M,"Sep 30, 2024",8.26%,18290504932,GE,2025-02-05
Blackrock Inc.,79.9M,"Sep 30, 2024",7.38%,16346512924,GE,2025-02-05
"FMR, LLC",65.86M,"Sep 30, 2024",6.09%,13473425339,GE,2025-02-05
Capital Research Global Investors,52.62M,"Sep 30, 2024",4.86%,10765721863,GE,2025-02-05
Capital International Investors,49.12M,"Sep 30, 2024",4.54%,10049947582,GE,2025-02-05
TCI Fund Management Ltd,48.18M,"Sep 30, 2024",4.45%,9856741410,GE,2025-02-05
State Street Corporation,43.32M,"Sep 30, 2024",4.00%,8862984026,GE,2025-02-05
Price (T.Rowe) Associates Inc,26.87M,"Sep 30, 2024",2.48%,5497771677,GE,2025-02-05
"Geode Capital Management, LLC",22.59M,"Sep 30, 2024",2.09%,4621045102,GE,2025-02-05
Capital World Investors,22.27M,"Sep 30, 2024",2.06%,4554984378,GE,2025-02-05
Blackrock Inc.,384.73M,"Sep 30, 2024",8.89%,7559978288,INTC,2025-02-05
Vanguard Group Inc,362.96M,"Sep 30, 2024",8.38%,7132086047,INTC,2025-02-05
State Street Corporation,197.96M,"Sep 30, 2024",4.57%,3889889145,INTC,2025-02-05
"Geode Capital Management, LLC",92.51M,"Sep 30, 2024",2.14%,1817823390,INTC,2025-02-05
Primecap Management Company,77.27M,"Sep 30, 2024",1.78%,1518298721,INTC,2025-02-05
Norges Bank Investment Management,59.38M,"Jun 30, 2024",1.37%,1166765887,INTC,2025-02-05
UBS Asset Management Americas Inc,58.47M,"Sep 30, 2024",1.35%,1148923923,INTC,2025-02-05
Morgan Stanley,46.27M,"Sep 30, 2024",1.07%,909197583,INTC,2025-02-05
Legal & General Group PLC,44.95M,"Sep 30, 2024",1.04%,883192812,INTC,2025-02-05
Bank of America Corporation,44.43M,"Sep 30, 2024",1.03%,873119692,INTC,2025-02-05
Van Eck Associates Corporation,2.11M,"Dec 31, 2024",3.98%,18343094,MUX,2025-02-05
State Street Corporation,1.12M,"Sep 30, 2024",2.12%,9753640,MUX,2025-02-05
Mirae Asset Global ETFs Holdings Ltd.,1.1M,"Sep 30, 2024",2.08%,9577359,MUX,2025-02-05
Blackrock Inc.,784.59k,"Sep 30, 2024",1.48%,6833813,MUX,2025-02-05
Vanguard Group Inc,667.98k,"Sep 30, 2024",1.26%,5818062,MUX,2025-02-05
Df Dent & Co Inc,585k,"Sep 30, 2024",1.11%,5095350,MUX,2025-02-05
"Two Sigma Investments, LP",542.64k,"Sep 30, 2024",1.03%,4726377,MUX,2025-02-05
Citadel Advisors Llc,542.5k,"Sep 30, 2024",1.03%,4725218,MUX,2025-02-05
"Shaw D.E. & Co., Inc.",539.97k,"Sep 30, 2024",1.02%,4703095,MUX,2025-02-05
Alps Advisors Inc.,499.8k,"Sep 30, 2024",0.94%,4353240,MUX,2025-02-05
Vanguard Group Inc,46.77M,"Sep 30, 2024",11.51%,5976573916,HWM,2025-02-05
Blackrock Inc.,43.06M,"Sep 30, 2024",10.60%,5502573289,HWM,2025-02-05
Massachusetts Financial Services Co.,18.79M,"Sep 30, 2024",4.63%,2401314515,HWM,2025-02-05
JP Morgan Chase & Company,17.71M,"Sep 30, 2024",4.36%,2263529370,HWM,2025-02-05
State Street Corporation,17.44M,"Sep 30, 2024",4.29%,2228854546,HWM,2025-02-05
"FMR, LLC",16.3M,"Sep 30, 2024",4.01%,2083526389,HWM,2025-02-05
Price (T.Rowe) Associates Inc,13.13M,"Sep 30, 2024",3.23%,1678392967,HWM,2025-02-05
Bank of America Corporation,11.68M,"Sep 30, 2024",2.88%,1492844615,HWM,2025-02-05
Janus Henderson Group PLC,9.92M,"Sep 30, 2024",2.44%,1267932457,HWM,2025-02-05
"Geode Capital Management, LLC",9.5M,"Sep 30, 2024",2.34%,1214384128,HWM,2025-02-05
Vanguard Group Inc,59.91M,"Sep 30, 2024",61.50%,11193267553,PANW,2025-02-05
Blackrock Inc.,50.17M,"Sep 30, 2024",51.51%,9374502479,PANW,2025-02-05
Morgan Stanley,29.99M,"Sep 30, 2024",30.79%,5603579365,PANW,2025-02-05
State Street Corporation,27.76M,"Sep 30, 2024",28.50%,5187324263,PANW,2025-02-05
Bank of America Corporation,16.3M,"Sep 30, 2024",16.73%,3045792621,PANW,2025-02-05
"Geode Capital Management, LLC",15.31M,"Sep 30, 2024",15.72%,2861409035,PANW,2025-02-05
JP Morgan Chase & Company,14.34M,"Sep 30, 2024",14.73%,2680033360,PANW,2025-02-05
Capital Research Global Investors,9.17M,"Sep 30, 2024",9.42%,1713677267,PANW,2025-02-05
"Ameriprise Financial, Inc.",7.18M,"Sep 30, 2024",7.37%,1341997103,PANW,2025-02-05
Legal & General Group PLC,6.97M,"Sep 30, 2024",7.16%,1302363227,PANW,2025-02-05
Blackrock Inc.,125.92M,"Sep 30, 2024",9.81%,10318021127,LRCX,2025-02-05
Vanguard Group Inc,121.68M,"Sep 30, 2024",9.48%,9970593059,LRCX,2025-02-05
State Street Corporation,58.87M,"Sep 30, 2024",4.59%,4823542458,LRCX,2025-02-05
JP Morgan Chase & Company,42.62M,"Sep 30, 2024",3.32%,3491920729,LRCX,2025-02-05
"FMR, LLC",35.35M,"Sep 30, 2024",2.75%,2896173483,LRCX,2025-02-05
"Ameriprise Financial, Inc.",32.88M,"Sep 30, 2024",2.56%,2694342146,LRCX,2025-02-05
"Geode Capital Management, LLC",31.21M,"Sep 30, 2024",2.43%,2556946789,LRCX,2025-02-05
Morgan Stanley,21.04M,"Sep 30, 2024",1.64%,1724171698,LRCX,2025-02-05
"Fisher Asset Management, LLC",18.71M,"Sep 30, 2024",1.46%,1533485021,LRCX,2025-02-05
Norges Bank Investment Management,18.13M,"Jun 30, 2024",1.41%,1485846743,LRCX,2025-02-05
Vanguard Group Inc,61.38M,"Sep 30, 2024",8.84%,13648157332,HON,2025-02-05
Blackrock Inc.,41.6M,"Sep 30, 2024",5.99%,9249925682,HON,2025-02-05
State Street Corporation,31.03M,"Sep 30, 2024",4.47%,6898830737,HON,2025-02-05
JP Morgan Chase & Company,22.03M,"Sep 30, 2024",3.17%,4898235890,HON,2025-02-05
Morgan Stanley,19.22M,"Sep 30, 2024",2.77%,4272828915,HON,2025-02-05
"Wellington Management Group, LLP",17.83M,"Sep 30, 2024",2.57%,3963766853,HON,2025-02-05
"Newport Trust Company, LLC",15.68M,"Sep 30, 2024",2.26%,3486002728,HON,2025-02-05
"Geode Capital Management, LLC",14.36M,"Sep 30, 2024",2.07%,3193108403,HON,2025-02-05
Bank of America Corporation,13.57M,"Sep 30, 2024",1.95%,3018392661,HON,2025-02-05
Massachusetts Financial Services Co.,12.19M,"Sep 30, 2024",1.76%,2711511408,HON,2025-02-05
Vanguard Group Inc,28.96M,"Sep 30, 2024",11.04%,3777813030,EA,2025-02-05
Blackrock Inc.,28.54M,"Sep 30, 2024",10.88%,3723123006,EA,2025-02-05
Public Investment Fund,24.81M,"Sep 30, 2024",9.46%,3236690918,EA,2025-02-05
State Street Corporation,15.09M,"Sep 30, 2024",5.75%,1968473058,EA,2025-02-05
Capital International Investors,11.55M,"Sep 30, 2024",4.40%,1507058331,EA,2025-02-05
"Geode Capital Management, LLC",6.67M,"Sep 30, 2024",2.54%,870451096,EA,2025-02-05
Ninety One UK Ltd,4.19M,"Dec 31, 2024",1.60%,546754371,EA,2025-02-05
Massachusetts Financial Services Co.,4.16M,"Sep 30, 2024",1.59%,542679271,EA,2025-02-05
"Independent Franchise Partners, LLP",3.96M,"Sep 30, 2024",1.51%,517151119,EA,2025-02-05
Morgan Stanley,3.84M,"Sep 30, 2024",1.46%,501051643,EA,2025-02-05
Capital Research Global Investors,46.52M,"Sep 30, 2024",6.42%,2025004921,LVS,2025-02-05
Vanguard Group Inc,42.35M,"Sep 30, 2024",5.84%,1843410651,LVS,2025-02-05
Blackrock Inc.,26.35M,"Sep 30, 2024",3.63%,1147105531,LVS,2025-02-05
Price (T.Rowe) Associates Inc,15.43M,"Sep 30, 2024",2.13%,671704751,LVS,2025-02-05
State Street Corporation,14.94M,"Sep 30, 2024",2.06%,650286294,LVS,2025-02-05
"Fisher Asset Management, LLC",13.65M,"Sep 30, 2024",1.88%,594168812,LVS,2025-02-05
Invesco Ltd.,11.94M,"Sep 30, 2024",1.65%,519899408,LVS,2025-02-05
Bank Of New York Mellon Corporation,11.66M,"Dec 31, 2024",1.61%,507670700,LVS,2025-02-05
Janus Henderson Group PLC,9.13M,"Sep 30, 2024",1.26%,397450044,LVS,2025-02-05
"Viking Global Investors, L.P.",8.67M,"Sep 30, 2024",1.20%,377196798,LVS,2025-02-05
Vanguard Group Inc,189.7M,"Sep 30, 2024",8.66%,133710632324,META,2025-02-05
Blackrock Inc.,162.09M,"Sep 30, 2024",7.40%,114252643244,META,2025-02-05
"FMR, LLC",138.27M,"Sep 30, 2024",6.31%,97461480449,META,2025-02-05
State Street Corporation,85M,"Sep 30, 2024",3.88%,59911156890,META,2025-02-05
JP Morgan Chase & Company,52.26M,"Sep 30, 2024",2.39%,36833403107,META,2025-02-05
"Geode Capital Management, LLC",48.16M,"Sep 30, 2024",2.20%,33946967525,META,2025-02-05
Price (T.Rowe) Associates Inc,41.27M,"Sep 30, 2024",1.88%,29088795582,META,2025-02-05
Capital World Investors,39.18M,"Sep 30, 2024",1.79%,27613810711,META,2025-02-05
Capital Research Global Investors,37.38M,"Sep 30, 2024",1.71%,26345881400,META,2025-02-05
Morgan Stanley,36.85M,"Sep 30, 2024",1.68%,25974980923,META,2025-02-05
Vanguard Group Inc,66.51M,"Sep 30, 2024",10.66%,4880633940,AIG,2025-02-05
Blackrock Inc.,54.2M,"Sep 30, 2024",8.69%,3977228798,AIG,2025-02-05
Capital Research Global Investors,34.41M,"Sep 30, 2024",5.52%,2524865549,AIG,2025-02-05
State Street Corporation,28.36M,"Sep 30, 2024",4.55%,2080947679,AIG,2025-02-05
"Wellington Management Group, LLP",25.01M,"Sep 30, 2024",4.01%,1835479260,AIG,2025-02-05
Harris Associates L.P.,21.78M,"Sep 30, 2024",3.49%,1598315549,AIG,2025-02-05
Invesco Ltd.,20.04M,"Sep 30, 2024",3.21%,1470557012,AIG,2025-02-05
Price (T.Rowe) Associates Inc,17.98M,"Sep 30, 2024",2.88%,1319174664,AIG,2025-02-05
Diamond Hill Capital Management Inc,13.69M,"Sep 30, 2024",2.19%,1004215388,AIG,2025-02-05
"Geode Capital Management, LLC",13.32M,"Sep 30, 2024",2.14%,977636786,AIG,2025-02-05
Vanguard Group Inc,228.2M,"Sep 30, 2024",9.73%,38568420794,PG,2025-02-05
Blackrock Inc.,163.43M,"Sep 30, 2024",6.97%,27620528322,PG,2025-02-05
State Street Corporation,100.55M,"Sep 30, 2024",4.29%,16994008523,PG,2025-02-05
"Geode Capital Management, LLC",55.2M,"Sep 30, 2024",2.35%,9330158888,PG,2025-02-05
Morgan Stanley,49.04M,"Sep 30, 2024",2.09%,8287690031,PG,2025-02-05
Bank of America Corporation,30.99M,"Sep 30, 2024",1.32%,5236932704,PG,2025-02-05
Norges Bank Investment Management,30.45M,"Jun 30, 2024",1.30%,5146199181,PG,2025-02-05
"Wellington Management Group, LLP",27.07M,"Sep 30, 2024",1.15%,4574533015,PG,2025-02-05
Northern Trust Corporation,26.69M,"Sep 30, 2024",1.14%,4511121986,PG,2025-02-05
"FMR, LLC",26.56M,"Sep 30, 2024",1.13%,4488283328,PG,2025-02-05
Vanguard Group Inc,46.53M,"Sep 30, 2024",9.64%,16695558973,CAT,2025-02-05
State Street Corporation,36.38M,"Sep 30, 2024",7.54%,13056613214,CAT,2025-02-05
Blackrock Inc.,35.41M,"Sep 30, 2024",7.33%,12707279192,CAT,2025-02-05
State Farm Mutual Automobile Insurance Co,17.73M,"Sep 30, 2024",3.67%,6363978782,CAT,2025-02-05
Capital World Investors,17.49M,"Sep 30, 2024",3.62%,6274943790,CAT,2025-02-05
"Geode Capital Management, LLC",10.21M,"Sep 30, 2024",2.12%,3665098389,CAT,2025-02-05
"Fisher Asset Management, LLC",8.95M,"Sep 30, 2024",1.85%,3212652047,CAT,2025-02-05
Morgan Stanley,7.61M,"Sep 30, 2024",1.58%,2729241616,CAT,2025-02-05
Bill & Melinda Gates Foundation Trust,7.35M,"Sep 30, 2024",1.52%,2638844428,CAT,2025-02-05
Northern Trust Corporation,6.12M,"Sep 30, 2024",1.27%,2197185836,CAT,2025-02-05
Vanguard Group Inc,92.92M,"Sep 30, 2024",10.19%,16872916994,TXN,2025-02-05
Blackrock Inc.,82.64M,"Sep 30, 2024",9.06%,15006391011,TXN,2025-02-05
State Street Corporation,41.68M,"Sep 30, 2024",4.57%,7568531949,TXN,2025-02-05
Capital Research Global Investors,36.1M,"Sep 30, 2024",3.96%,6555704483,TXN,2025-02-05
JP Morgan Chase & Company,27.79M,"Sep 30, 2024",3.05%,5045479864,TXN,2025-02-05
"Wellington Management Group, LLP",22.05M,"Sep 30, 2024",2.42%,4003609984,TXN,2025-02-05
"Geode Capital Management, LLC",21.29M,"Sep 30, 2024",2.33%,3865468118,TXN,2025-02-05
"Charles Schwab Investment Management, Inc.",19.25M,"Sep 30, 2024",2.11%,3495686057,TXN,2025-02-05
Bank of America Corporation,17.89M,"Sep 30, 2024",1.96%,3247976420,TXN,2025-02-05
Price (T.Rowe) Associates Inc,14.96M,"Sep 30, 2024",1.64%,2715962946,TXN,2025-02-05
"Arrowstreet Capital, Limited Partnership",28.39M,"Sep 30, 2024",0.79%,421878733,BCS,2025-02-05
Acadian Asset Management. LLC,23.5M,"Sep 30, 2024",0.65%,349209798,BCS,2025-02-05
Morgan Stanley,18.08M,"Sep 30, 2024",0.50%,268716494,BCS,2025-02-05
Dimensional Fund Advisors LP,11.31M,"Sep 30, 2024",0.31%,168133614,BCS,2025-02-05
Goldman Sachs Group Inc,7.17M,"Sep 30, 2024",0.20%,106561770,BCS,2025-02-05
"FMR, LLC",6.43M,"Sep 30, 2024",0.18%,95579621,BCS,2025-02-05
Royal Bank of Canada,5.61M,"Sep 30, 2024",0.16%,83307684,BCS,2025-02-05
Causeway Capital Management LLC,5.45M,"Sep 30, 2024",0.15%,80927112,BCS,2025-02-05
American Century Companies Inc,5.13M,"Sep 30, 2024",0.14%,76239421,BCS,2025-02-05
Northern Trust Corporation,5.03M,"Sep 30, 2024",0.14%,74747923,BCS,2025-02-05
Vanguard Group Inc,155.22M,"Sep 30, 2024",8.58%,17158456901,DIS,2025-02-05
Blackrock Inc.,125.04M,"Sep 30, 2024",6.91%,13821783539,DIS,2025-02-05
State Street Corporation,77.6M,"Sep 30, 2024",4.29%,8577483024,DIS,2025-02-05
Morgan Stanley,40.15M,"Sep 30, 2024",2.22%,4438067512,DIS,2025-02-05
"Geode Capital Management, LLC",37.67M,"Sep 30, 2024",2.08%,4164298287,DIS,2025-02-05
"FMR, LLC",34.42M,"Sep 30, 2024",1.90%,3804418512,DIS,2025-02-05
State Farm Mutual Automobile Insurance Co,30.11M,"Sep 30, 2024",1.67%,3328685410,DIS,2025-02-05
Norges Bank Investment Management,21.53M,"Jun 30, 2024",1.19%,2379822091,DIS,2025-02-05
Northern Trust Corporation,20.15M,"Sep 30, 2024",1.11%,2226937089,DIS,2025-02-05
Bank of America Corporation,19.39M,"Sep 30, 2024",1.07%,2143781605,DIS,2025-02-05
Vanguard Group Inc,146.44M,"Sep 30, 2024",11.02%,69374616910,BRK-B,2025-02-05
Blackrock Inc.,109.85M,"Sep 30, 2024",8.27%,52039310871,BRK-B,2025-02-05
State Street Corporation,70.5M,"Sep 30, 2024",5.31%,33398777747,BRK-B,2025-02-05
"Geode Capital Management, LLC",36.73M,"Sep 30, 2024",2.77%,17401852314,BRK-B,2025-02-05
Morgan Stanley,26.55M,"Sep 30, 2024",2.00%,12578014522,BRK-B,2025-02-05
Bill & Melinda Gates Foundation Trust,22.14M,"Sep 30, 2024",1.67%,10487251649,BRK-B,2025-02-05
Northern Trust Corporation,15.32M,"Sep 30, 2024",1.15%,7258985802,BRK-B,2025-02-05
JP Morgan Chase & Company,14.02M,"Sep 30, 2024",1.06%,6643968184,BRK-B,2025-02-05
Bank Of New York Mellon Corporation,12.6M,"Dec 31, 2024",0.95%,5968586467,BRK-B,2025-02-05
Price (T.Rowe) Associates Inc,10.98M,"Sep 30, 2024",0.83%,5201322445,BRK-B,2025-02-05
Vanguard Group Inc,98.97M,"Sep 30, 2024",8.88%,9263509293,MU,2025-02-05
Blackrock Inc.,94.46M,"Sep 30, 2024",8.48%,8841308061,MU,2025-02-05
State Street Corporation,48.23M,"Sep 30, 2024",4.33%,4514019982,MU,2025-02-05
Primecap Management Company,37.63M,"Sep 30, 2024",3.38%,3522342038,MU,2025-02-05
"FMR, LLC",35.42M,"Sep 30, 2024",3.18%,3315604071,MU,2025-02-05
JP Morgan Chase & Company,34M,"Sep 30, 2024",3.05%,3182779964,MU,2025-02-05
Capital World Investors,25.1M,"Sep 30, 2024",2.25%,2349673989,MU,2025-02-05
"Geode Capital Management, LLC",23.72M,"Sep 30, 2024",2.13%,2220523775,MU,2025-02-05
Morgan Stanley,18.33M,"Sep 30, 2024",1.65%,1715768842,MU,2025-02-05
Bank of America Corporation,13.74M,"Sep 30, 2024",1.23%,1285963171,MU,2025-02-05
Vanguard Group Inc,135.64M,"Sep 30, 2024",11.91%,6098454574,NEM,2025-02-05
Blackrock Inc.,120.3M,"Sep 30, 2024",10.57%,5408716844,NEM,2025-02-05
Van Eck Associates Corporation,49.75M,"Dec 31, 2024",4.37%,2236651960,NEM,2025-02-05
State Street Corporation,48.82M,"Sep 30, 2024",4.29%,2194995487,NEM,2025-02-05
"Geode Capital Management, LLC",23.48M,"Sep 30, 2024",2.06%,1055857793,NEM,2025-02-05
"First Eagle Investment Management, LLC",18.65M,"Sep 30, 2024",1.64%,838322839,NEM,2025-02-05
Norges Bank Investment Management,16.59M,"Jun 30, 2024",1.46%,745760901,NEM,2025-02-05
Deutsche Bank Aktiengesellschaft,15.44M,"Sep 30, 2024",1.36%,694266371,NEM,2025-02-05
Bank Of New York Mellon Corporation,14.71M,"Dec 31, 2024",1.29%,661239430,NEM,2025-02-05
Morgan Stanley,11.8M,"Sep 30, 2024",1.04%,530648931,NEM,2025-02-05
Dodge & Cox Inc,22.48M,"Sep 30, 2024",1.43%,895026325,JD,2025-02-05
Invesco Ltd.,15.24M,"Sep 30, 2024",0.97%,606600914,JD,2025-02-05
"FMR, LLC",15.28M,"Sep 30, 2024",0.97%,608177072,JD,2025-02-05
Newlands Management Operations LLC,11.69M,"Sep 30, 2024",0.74%,465521833,JD,2025-02-05
Morgan Stanley,11.25M,"Sep 30, 2024",0.71%,447691969,JD,2025-02-05
FIL LTD,8.66M,"Sep 30, 2024",0.55%,344720574,JD,2025-02-05
Coatue Management LLC,8.25M,"Sep 30, 2024",0.52%,328354802,JD,2025-02-05
"Jane Street Group, LLC",7.89M,"Sep 30, 2024",0.50%,313966233,JD,2025-02-05
Lazard Asset Management LLC,7.79M,"Sep 30, 2024",0.49%,310309326,JD,2025-02-05
Appaloosa LP,7.3M,"Sep 30, 2024",0.46%,290613010,JD,2025-02-05
Vanguard Group Inc,388.62M,"Sep 30, 2024",9.76%,24315820507,CSCO,2025-02-05
Blackrock Inc.,363.4M,"Sep 30, 2024",9.12%,22737866997,CSCO,2025-02-05
State Street Corporation,193.49M,"Sep 30, 2024",4.86%,12106636516,CSCO,2025-02-05
"Geode Capital Management, LLC",95.63M,"Sep 30, 2024",2.40%,5983598416,CSCO,2025-02-05
"Charles Schwab Investment Management, Inc.",82.72M,"Sep 30, 2024",2.08%,5175806330,CSCO,2025-02-05
Morgan Stanley,67.61M,"Sep 30, 2024",1.70%,4230526493,CSCO,2025-02-05
"FMR, LLC",63.93M,"Sep 30, 2024",1.61%,4000191495,CSCO,2025-02-05
Bank Of New York Mellon Corporation,63.23M,"Dec 31, 2024",1.59%,3956061562,CSCO,2025-02-05
"Wellington Management Group, LLP",54.62M,"Sep 30, 2024",1.37%,3417562809,CSCO,2025-02-05
Bank of America Corporation,51.49M,"Sep 30, 2024",1.29%,3221661458,CSCO,2025-02-05
Vanguard Group Inc,80.71M,"Sep 30, 2024",9.88%,6991518709,CL,2025-02-05
Blackrock Inc.,65.53M,"Sep 30, 2024",8.02%,5675819423,CL,2025-02-05
State Street Corporation,48.44M,"Sep 30, 2024",5.93%,4195550360,CL,2025-02-05
Price (T.Rowe) Associates Inc,30.89M,"Sep 30, 2024",3.78%,2676000771,CL,2025-02-05
"Geode Capital Management, LLC",20.19M,"Sep 30, 2024",2.47%,1749146386,CL,2025-02-05
Morgan Stanley,18.27M,"Sep 30, 2024",2.24%,1582401148,CL,2025-02-05
"Wellington Management Group, LLP",15.21M,"Sep 30, 2024",1.86%,1317821563,CL,2025-02-05
Norges Bank Investment Management,9.85M,"Jun 30, 2024",1.21%,853342587,CL,2025-02-05
Massachusetts Financial Services Co.,9.53M,"Sep 30, 2024",1.17%,825227899,CL,2025-02-05
GQG Partners LLC,9.34M,"Sep 30, 2024",1.14%,808892406,CL,2025-02-05
Vanguard Group Inc,805.73M,"Sep 30, 2024",7.66%,190288120425,AMZN,2025-02-05
Blackrock Inc.,667.25M,"Sep 30, 2024",6.35%,157584833711,AMZN,2025-02-05
State Street Corporation,359.18M,"Sep 30, 2024",3.42%,84827537580,AMZN,2025-02-05
"FMR, LLC",326.74M,"Sep 30, 2024",3.11%,77165845353,AMZN,2025-02-05
"Geode Capital Management, LLC",199.92M,"Sep 30, 2024",1.90%,47213936047,AMZN,2025-02-05
JP Morgan Chase & Company,179.72M,"Sep 30, 2024",1.71%,42444176149,AMZN,2025-02-05
